date,open_btc,high_btc,low_btc,close_btc,volume_usd_btc,open_xau,high_xau,low_xau,close_xau,volume_xau
2015-04-23 00:00:00+00:00,233.0,236.22,232.01,235.14,8021.19,1187.53,1197.91,1184.26,1193.8,77602
2015-04-24 00:00:00+00:00,235.14,236.0,228.0,231.06,8557.1,1194.03,1195.88,1175.14,1179.24,71362
2015-04-27 00:00:00+00:00,219.49,229.93,217.52,226.01,13501.83,1179.54,1207.12,1178.57,1201.79,86267
2015-04-28 00:00:00+00:00,226.01,228.06,221.45,225.11,9597.44,1201.77,1214.96,1199.16,1212.06,82748
2015-04-29 00:00:00+00:00,225.11,226.99,221.81,225.49,8661.92,1212.17,1213.99,1201.32,1204.92,78776
2015-04-30 00:00:00+00:00,225.49,240.0,224.6,235.75,12474.83,1205.37,1207.22,1177,1183.97,97688
2015-05-01 00:00:00+00:00,235.75,239.23,231.04,231.96,6622.93,1184.55,1185.13,1169.66,1178.4,67609
2015-05-04 00:00:00+00:00,239.18,242.2,236.07,237.93,7163.19,1179.89,1192.76,1177.65,1188.28,63281
2015-05-05 00:00:00+00:00,237.93,238.99,229.66,234.37,8788.82,1188.3,1199.86,1185.65,1192.83,60489
2015-05-06 00:00:00+00:00,234.37,235.98,227.01,229.78,8708.99,1193.37,1197.55,1188.16,1192.01,65546
2015-05-07 00:00:00+00:00,229.78,240.0,227.35,236.82,10896.59,1191.51,1192.72,1178.77,1184.22,63954
2015-05-08 00:00:00+00:00,236.82,246.57,235.29,243.16,9617.81,1184.15,1193.46,1181.6,1188.38,80884
2015-05-11 00:00:00+00:00,239.08,241.0,237.99,239.0,5171.02,1188.64,1191.67,1178.83,1183.66,60825
2015-05-12 00:00:00+00:00,240.06,242.0,238.56,241.3,5822.43,1183.82,1196.98,1180.73,1193.65,69913
2015-05-13 00:00:00+00:00,241.3,244.14,235.06,236.9,9233.25,1193.35,1218.8,1191.22,1215.69,85395
2015-05-14 00:00:00+00:00,236.9,239.7,232.22,236.95,7711.21,1215.14,1227.08,1212.26,1220.86,83976
2015-05-15 00:00:00+00:00,236.95,239.28,235.12,237.12,4517.94,1221.2,1226.09,1210.94,1223.78,77251
2015-05-18 00:00:00+00:00,236.05,236.94,231.44,232.24,7421.78,1223.74,1232.22,1221.53,1225.35,68206
2015-05-19 00:00:00+00:00,232.24,234.24,230.86,231.69,5562.18,1225.29,1225.39,1205.67,1207.63,75306
2015-05-20 00:00:00+00:00,231.69,234.86,231.0,233.8,7681.74,1208.53,1213.3,1203.19,1209.74,65436
2015-05-21 00:00:00+00:00,233.8,236.52,233.75,235.49,4586.63,1209.34,1212.67,1201.38,1206.03,69723
2015-05-22 00:00:00+00:00,235.49,240.9,232.92,238.99,10421.69,1206.27,1214.82,1201.36,1206.26,66088
2015-05-25 00:00:00+00:00,239.68,240.1,233.1,235.48,5297.76,1204.88,1209.15,1202.73,1206.55,24977
2015-05-26 00:00:00+00:00,235.48,236.23,235.0,236.21,474.9,1206.48,1207.45,1185.53,1187.18,69766
2015-05-27 00:00:00+00:00,236.21,237.35,234.0,235.34,8615.67,1187.16,1190.86,1183.53,1187.98,60925
2015-05-28 00:00:00+00:00,235.34,236.8,234.87,236.46,4983.03,1187.41,1192.14,1180.3,1188.13,69205
2015-05-29 00:00:00+00:00,236.46,236.52,234.0,236.02,6208.04,1187.83,1193.95,1185.58,1190.42,68363
2015-06-01 00:00:00+00:00,229.08,231.2,220.65,223.67,12135.65,1190.47,1204.2,1184.5,1189.15,67192
2015-06-02 00:00:00+00:00,223.67,226.38,221.34,224.78,7796.34,1189.12,1196.25,1185.92,1192.77,68673
2015-06-03 00:00:00+00:00,224.78,226.99,222.57,225.11,5730.82,1193.3,1195.48,1179.37,1184.81,70283
2015-06-04 00:00:00+00:00,225.11,225.98,222.0,222.37,4892.73,1185.22,1186.17,1172.86,1176.43,72060
2015-06-05 00:00:00+00:00,222.37,225.9,219.03,224.49,7893.14,1177.14,1178.53,1162.63,1171.52,63856
2015-06-08 00:00:00+00:00,222.86,229.4,222.09,228.11,8948.31,1169.98,1177.57,1169.05,1173.78,73628
2015-06-09 00:00:00+00:00,228.11,230.79,226.67,229.49,9116.02,1174.09,1182.87,1172.4,1176.79,62808
2015-06-10 00:00:00+00:00,229.49,229.75,226.83,227.51,6347.54,1176.78,1192.23,1175.19,1185.85,71468
2015-06-11 00:00:00+00:00,227.51,229.57,227.25,229.01,4721.47,1186.5,1187.89,1175.55,1182.04,58475
2015-06-12 00:00:00+00:00,229.01,230.7,228.29,229.61,5893.36,1181.71,1183.91,1176.96,1181.47,51874
2015-06-15 00:00:00+00:00,231.77,237.09,231.55,235.92,10453.01,1182.17,1190.37,1172.73,1186.11,63576
2015-06-16 00:00:00+00:00,235.92,252.05,234.35,248.75,17375.21,1185.69,1187.84,1175.98,1182.04,54633
2015-06-17 00:00:00+00:00,248.75,257.39,243.2,245.78,17474.9,1181.79,1189.05,1174.56,1184.82,57723
2015-06-18 00:00:00+00:00,245.78,251.58,240.0,248.09,11164.4,1184.22,1205.68,1183.54,1201.95,78919
2015-06-19 00:00:00+00:00,248.09,249.93,242.14,243.42,6749.43,1202.07,1204.11,1198.28,1200.19,59780
2015-06-22 00:00:00+00:00,243.37,247.99,242.64,247.09,4980.1,1200.69,1200.88,1182.1,1185.78,57414
2015-06-23 00:00:00+00:00,247.09,247.25,242.14,243.78,5073.39,1185.66,1188.02,1176.14,1178.42,54326
2015-06-24 00:00:00+00:00,243.78,244.14,238.2,240.69,6597.99,1178.51,1180.22,1169.82,1175.07,50859
2015-06-25 00:00:00+00:00,240.69,242.9,239.18,241.65,5160.95,1174.88,1178.05,1171.54,1172.74,51993
2015-06-26 00:00:00+00:00,241.65,243.44,240.0,243.2,5140.84,1173.71,1178.57,1168.5,1175.18,64677
2015-06-29 00:00:00+00:00,248.9,256.94,248.15,256.38,15337.97,1186.25,1187.9,1173.76,1179.32,99165
2015-06-30 00:00:00+00:00,256.38,268.0,255.0,264.13,19956.78,1180.04,1180.47,1166.69,1171.83,94315
2015-07-01 00:00:00+00:00,264.13,265.25,253.81,257.07,13366.47,1174.14,1175,1167.53,1168.48,56807
2015-07-02 00:00:00+00:00,257.07,260.77,253.19,254.69,9722.57,1168.35,1169.51,1155.98,1165.63,58933
2015-07-03 00:00:00+00:00,254.69,256.44,252.4,255.86,8654.59,1165.68,1170.18,1164.65,1168.58,38406
2015-07-06 00:00:00+00:00,270.33,278.54,267.13,269.47,20312.49,1172,1174.67,1162.84,1170.05,74381
2015-07-07 00:00:00+00:00,269.47,271.69,264.01,266.18,13614.5,1170.33,1170.33,1147.84,1156.74,82212
2015-07-08 00:00:00+00:00,266.18,273.0,263.01,269.39,14420.88,1153.25,1164.64,1147.13,1157.4,94992
2015-07-09 00:00:00+00:00,269.39,271.98,265.92,269.65,13965.07,1159.08,1167.69,1155.93,1159.73,75070
2015-07-10 00:00:00+00:00,269.65,294.71,268.63,286.61,29175.43,1159.63,1165.33,1157.39,1163.59,61425
2015-07-13 00:00:00+00:00,310.24,310.73,281.0,292.0,29753.17,1162.73,1164.13,1151.07,1157.78,60952
2015-07-14 00:00:00+00:00,292.0,297.13,286.02,287.96,10331.15,1158.07,1159.75,1152.88,1155.35,51846
2015-07-15 00:00:00+00:00,287.96,293.7,285.4,285.55,9139.09,1155.65,1156.71,1143.21,1149.34,54948
2015-07-16 00:00:00+00:00,285.55,292.4,274.92,277.23,21306.73,1149.02,1149.39,1142.22,1145.23,67061
2015-07-17 00:00:00+00:00,278.27,280.73,272.31,279.43,11791.54,1145.08,1145.68,1131.06,1134.23,68641
2015-07-20 00:00:00+00:00,275.5,279.16,274.62,277.73,8914.57,1132.56,1133.1,1069.72,1096.7,106585
2015-07-21 00:00:00+00:00,277.73,281.07,276.28,276.48,8831.73,1098.26,1109.82,1096.91,1100.92,76550
2015-07-22 00:00:00+00:00,276.48,277.93,275.0,277.93,8397.47,1102.66,1103.33,1087.02,1094.01,80365
2015-07-23 00:00:00+00:00,277.93,278.55,275.79,276.67,6582.58,1094.43,1105.72,1087.23,1090.63,82574
2015-07-24 00:00:00+00:00,276.67,290.02,275.9,289.96,13542.88,1091.23,1101.48,1077.2,1099.08,105864
2015-07-27 00:00:00+00:00,292.84,297.44,286.43,294.27,14479.23,1095.58,1104.93,1088.34,1094.13,91505
2015-07-28 00:00:00+00:00,294.27,297.0,292.19,293.84,8973.72,1094.68,1098.94,1091.55,1095.23,68499
2015-07-29 00:00:00+00:00,293.84,294.67,287.27,289.63,10200.93,1095.09,1101.89,1090.36,1096.78,83764
2015-07-30 00:00:00+00:00,289.63,290.23,284.53,287.73,7987.07,1096.11,1098.57,1082.47,1088.53,79074
2015-07-31 00:00:00+00:00,287.73,289.0,281.8,284.39,7806.41,1088.65,1103.46,1079.98,1095.48,87255
2015-08-03 00:00:00+00:00,281.5,285.8,279.52,282.72,6191.27,1095.72,1097.68,1085.79,1086.66,78495
2015-08-04 00:00:00+00:00,282.72,285.88,280.26,284.65,6341.12,1085.32,1094.78,1080.94,1087.61,85634
2015-08-05 00:00:00+00:00,284.65,285.86,280.63,281.99,6265.79,1087.31,1092.48,1082.92,1084.77,85788
2015-08-06 00:00:00+00:00,281.99,281.99,281.99,281.99,0.0,1084.82,1094,1083.46,1089.33,79571
2015-08-07 00:00:00+00:00,281.99,281.99,277.43,279.01,4153.05,1089.77,1099.43,1082.74,1094.17,96099
2015-08-10 00:00:00+00:00,265.36,266.79,261.6,264.33,9762.3,1093.04,1108.84,1089.58,1104.43,84629
2015-08-11 00:00:00+00:00,264.33,270.87,263.64,270.0,8309.4,1104.32,1119.32,1093.75,1108.75,112470
2015-08-12 00:00:00+00:00,270.0,271.5,265.71,268.51,8958.14,1108.83,1125.75,1101.74,1123.91,120889
2015-08-13 00:00:00+00:00,268.51,269.37,262.32,264.65,11012.75,1125.26,1126.71,1113.6,1115.09,87429
2015-08-14 00:00:00+00:00,264.65,266.99,262.0,265.71,8078.55,1115.18,1121.01,1111.69,1114.82,80331
2015-08-17 00:00:00+00:00,256.09,259.12,254.63,256.66,8544.68,1114.7,1122.74,1113.48,1117.34,76327
2015-08-18 00:00:00+00:00,256.66,256.99,245.05,246.0,11560.09,1117.4,1121.12,1109.63,1117.49,82603
2015-08-19 00:00:00+00:00,246.0,246.0,221.11,227.1,28563.8,1118,1134.56,1116.24,1134.19,98757
2015-08-20 00:00:00+00:00,227.1,236.66,226.01,235.95,16008.51,1133.46,1153.95,1132.58,1152.08,110290
2015-08-21 00:00:00+00:00,235.95,236.66,231.77,233.27,10039.9,1153.8,1168.16,1148.91,1160.54,121955
2015-08-24 00:00:00+00:00,228.47,228.99,207.73,211.79,37272.75,1164.32,1170.01,1145.63,1154.97,176041
2015-08-25 00:00:00+00:00,211.79,228.04,198.12,221.64,42103.77,1153.47,1156.53,1134.58,1140.5,133203
2015-08-26 00:00:00+00:00,221.64,231.09,219.77,225.17,24502.89,1140.32,1146.36,1117.68,1124.77,131151
2015-08-27 00:00:00+00:00,225.17,228.89,223.17,223.8,14442.78,1125.89,1129.19,1118.23,1124.56,127733
2015-08-28 00:00:00+00:00,223.8,235.93,220.29,232.09,22724.23,1125.45,1140.76,1123.72,1134.02,121652
2015-08-31 00:00:00+00:00,228.43,232.49,224.39,229.84,15220.01,1133.77,1136.56,1125.64,1134.71,91804
2015-09-01 00:00:00+00:00,229.84,231.67,226.17,227.65,23816.39,1134.6,1147.85,1134.31,1139.97,104047
2015-09-02 00:00:00+00:00,227.65,230.77,226.0,228.77,21569.59,1139.71,1142.36,1132.03,1133.78,95640
2015-09-03 00:00:00+00:00,228.77,229.96,226.5,226.79,19714.63,1133.68,1134.24,1121.83,1125.11,80403
2015-09-04 00:00:00+00:00,226.79,231.4,226.33,231.09,20890.72,1125.09,1132.86,1116.72,1122.33,82804
2015-09-07 00:00:00+00:00,240.45,242.91,238.44,240.12,23160.77,1122.99,1124.73,1116.04,1118.94,54255
2015-09-08 00:00:00+00:00,240.12,246.24,239.89,244.04,23713.93,1120.17,1126.67,1118.58,1121.27,81359
2015-09-09 00:00:00+00:00,244.04,244.22,237.01,237.96,23263.18,1121.64,1125.32,1101.23,1107.35,92310
2015-09-10 00:00:00+00:00,237.96,241.65,234.78,238.5,20541.17,1106.98,1114.97,1103.79,1110.37,92997
2015-09-11 00:00:00+00:00,238.5,240.94,237.5,239.94,13813.07,1111.03,1112.83,1098.71,1107.68,74339
2015-09-14 00:00:00+00:00,230.17,232.92,223.99,229.51,17592.99,1107.44,1110.4,1103.46,1108.77,63770
2015-09-15 00:00:00+00:00,229.51,231.21,226.5,229.3,16362.58,1108.47,1109.31,1102.15,1105.24,53142
2015-09-16 00:00:00+00:00,229.3,230.0,223.0,227.85,15080.6,1105.26,1124.11,1103.92,1119.15,91648
2015-09-17 00:00:00+00:00,227.85,235.0,227.0,232.44,14590.39,1119.21,1135.13,1115.35,1132.34,95903
2015-09-18 00:00:00+00:00,232.44,234.4,230.83,232.82,19329.16,1130.88,1141.68,1127.47,1139.04,108431
2015-09-21 00:00:00+00:00,230.29,230.34,225.0,225.93,13979.61,1139.11,1139.81,1129.56,1133.3,63524
2015-09-22 00:00:00+00:00,226.15,231.96,223.12,229.59,18901.15,1132.95,1136.51,1121.28,1124.3,81493
2015-09-23 00:00:00+00:00,230.08,231.5,228.0,229.41,13541.0,1124.8,1134.14,1121.79,1129.98,70563
2015-09-24 00:00:00+00:00,229.42,235.52,228.89,233.19,23959.71,1130.72,1156.65,1130.31,1153.98,116270
2015-09-25 00:00:00+00:00,233.88,237.25,232.56,235.13,22472.07,1149.55,1151.14,1140.71,1145.56,107928
2015-09-28 00:00:00+00:00,232.4,239.68,231.69,239.0,17516.84,1145.33,1148.14,1127.95,1132.17,105852
2015-09-29 00:00:00+00:00,239.14,240.56,235.09,236.71,19556.79,1132.01,1134.63,1124.17,1127.11,93674
2015-09-30 00:00:00+00:00,236.78,238.27,234.67,236.65,20602.4,1127.25,1128.08,1111.3,1114.47,103593
2015-10-01 00:00:00+00:00,236.19,239.44,235.01,237.52,20053.8,1115.56,1119.13,1110.99,1113.52,79751
2015-10-02 00:00:00+00:00,237.15,239.06,235.0,237.69,16889.46,1113.48,1141.21,1104.59,1138.72,110938
2015-10-05 00:00:00+00:00,238.6,240.57,236.1,240.53,20080.15,1136.78,1141.92,1130.06,1135.43,97784
2015-10-06 00:00:00+00:00,240.85,248.19,239.52,246.93,26660.11,1135.63,1151.18,1134.92,1146.97,81537
2015-10-07 00:00:00+00:00,246.79,247.65,242.3,243.47,23728.8,1146.93,1153.57,1141.72,1145.32,82652
2015-10-08 00:00:00+00:00,243.47,244.76,242.06,243.41,13785.97,1145.09,1151.21,1136.56,1139.07,86947
2015-10-09 00:00:00+00:00,243.29,244.95,242.16,244.49,14078.43,1138.96,1159.61,1138.91,1156.53,94957
2015-10-12 00:00:00+00:00,248.05,248.47,245.01,245.48,10507.17,1155.83,1168.9,1154.73,1163.78,66846
2015-10-13 00:00:00+00:00,245.81,250.89,242.82,248.69,25785.95,1163.52,1168.6,1151.74,1168.09,97313
2015-10-14 00:00:00+00:00,249.97,255.93,248.06,252.46,26881.16,1168.08,1189.7,1163.35,1184.58,103596
2015-10-15 00:00:00+00:00,252.47,256.5,250.3,254.44,21895.64,1184.54,1191.44,1174.23,1182.7,97079
