date_btc,open_btc,high_btc,low_btc,close_btc,volume_usd_btc
2015-06-10 00:00:00+00:00,229.49,229.75,226.83,227.51,6347.54
2015-06-11 00:00:00+00:00,227.51,229.57,227.25,229.01,4721.47
2015-06-12 00:00:00+00:00,229.01,230.7,228.29,229.61,5893.36
2015-06-13 00:00:00+00:00,229.61,232.03,228.06,231.51,3931.71
2015-06-14 00:00:00+00:00,231.51,234.0,230.94,231.77,3541.16
2015-06-15 00:00:00+00:00,231.77,237.09,231.55,235.92,10453.01
2015-06-16 00:00:00+00:00,235.92,252.05,234.35,248.75,17375.21
2015-06-17 00:00:00+00:00,248.75,257.39,243.2,245.78,17474.9
2015-06-18 00:00:00+00:00,245.78,251.58,240.0,248.09,11164.4
2015-06-19 00:00:00+00:00,248.09,249.93,242.14,243.42,6749.43
2015-06-20 00:00:00+00:00,243.42,245.56,239.93,244.69,4503.01
2015-06-21 00:00:00+00:00,244.69,245.0,241.06,243.37,1960.74
2015-06-22 00:00:00+00:00,243.37,247.99,242.64,247.09,4980.1
2015-06-23 00:00:00+00:00,247.09,247.25,242.14,243.78,5073.39
2015-06-24 00:00:00+00:00,243.78,244.14,238.2,240.69,6597.99
2015-06-25 00:00:00+00:00,240.69,242.9,239.18,241.65,5160.95
2015-06-26 00:00:00+00:00,241.65,243.44,240.0,243.2,5140.84
2015-06-27 00:00:00+00:00,243.2,252.0,242.36,251.17,7113.62
2015-06-28 00:00:00+00:00,251.17,251.4,247.04,248.9,5867.88
2015-06-29 00:00:00+00:00,248.9,256.94,248.15,256.38,15337.97
2015-06-30 00:00:00+00:00,256.38,268.0,255.0,264.13,19956.78
2015-07-01 00:00:00+00:00,264.13,265.25,253.81,257.07,13366.47
2015-07-02 00:00:00+00:00,257.07,260.77,253.19,254.69,9722.57
2015-07-03 00:00:00+00:00,254.69,256.44,252.4,255.86,8654.59
2015-07-04 00:00:00+00:00,255.86,261.28,254.05,260.74,7843.22
2015-07-05 00:00:00+00:00,260.74,274.74,258.75,270.33,20910.74
2015-07-06 00:00:00+00:00,270.33,278.54,267.13,269.47,20312.49
2015-07-07 00:00:00+00:00,269.47,271.69,264.01,266.18,13614.5
2015-07-08 00:00:00+00:00,266.18,273.0,263.01,269.39,14420.88
2015-07-09 00:00:00+00:00,269.39,271.98,265.92,269.65,13965.07
2015-07-10 00:00:00+00:00,269.65,294.71,268.63,286.61,29175.43
2015-07-11 00:00:00+00:00,286.61,298.05,283.88,292.02,11468.25
2015-07-12 00:00:00+00:00,292.02,317.99,291.64,310.24,22483.42
2015-07-13 00:00:00+00:00,310.24,310.73,281.0,292.0,29753.17
2015-07-14 00:00:00+00:00,292.0,297.13,286.02,287.96,10331.15
2015-07-15 00:00:00+00:00,287.96,293.7,285.4,285.55,9139.09
2015-07-16 00:00:00+00:00,285.55,292.4,274.92,277.23,21306.73
2015-07-17 00:00:00+00:00,278.27,280.73,272.31,279.43,11791.54
2015-07-18 00:00:00+00:00,279.43,283.0,276.73,276.73,9438.44
2015-07-19 00:00:00+00:00,276.73,278.1,275.12,275.5,4922.56
2015-07-20 00:00:00+00:00,275.5,279.16,274.62,277.73,8914.57
2015-07-21 00:00:00+00:00,277.73,281.07,276.28,276.48,8831.73
2015-07-22 00:00:00+00:00,276.48,277.93,275.0,277.93,8397.47
2015-07-23 00:00:00+00:00,277.93,278.55,275.79,276.67,6582.58
2015-07-24 00:00:00+00:00,276.67,290.02,275.9,289.96,13542.88
2015-07-25 00:00:00+00:00,289.96,292.0,286.5,289.34,6912.1
2015-07-26 00:00:00+00:00,289.34,294.0,287.41,292.84,5451.14
2015-07-27 00:00:00+00:00,292.84,297.44,286.43,294.27,14479.23
2015-07-28 00:00:00+00:00,294.27,297.0,292.19,293.84,8973.72
2015-07-29 00:00:00+00:00,293.84,294.67,287.27,289.63,10200.93
2015-07-30 00:00:00+00:00,289.63,290.23,284.53,287.73,7987.07
2015-07-31 00:00:00+00:00,287.73,289.0,281.8,284.39,7806.41
2015-08-01 00:00:00+00:00,284.39,285.16,276.66,280.77,7104.93
2015-08-02 00:00:00+00:00,280.77,282.9,276.57,281.5,4504.34
2015-08-03 00:00:00+00:00,281.5,285.8,279.52,282.72,6191.27
2015-08-04 00:00:00+00:00,282.72,285.88,280.26,284.65,6341.12
2015-08-05 00:00:00+00:00,284.65,285.86,280.63,281.99,6265.79
2015-08-06 00:00:00+00:00,281.99,281.99,281.99,281.99,0.0
2015-08-07 00:00:00+00:00,281.99,281.99,277.43,279.01,4153.05
2015-08-08 00:00:00+00:00,279.01,279.97,260.41,261.71,10196.43
2015-08-09 00:00:00+00:00,261.71,268.95,261.01,265.36,8992.5
2015-08-10 00:00:00+00:00,265.36,266.79,261.6,264.33,9762.3
2015-08-11 00:00:00+00:00,264.33,270.87,263.64,270.0,8309.4
2015-08-12 00:00:00+00:00,270.0,271.5,265.71,268.51,8958.14
2015-08-13 00:00:00+00:00,268.51,269.37,262.32,264.65,11012.75
2015-08-14 00:00:00+00:00,264.65,266.99,262.0,265.71,8078.55
2015-08-15 00:00:00+00:00,265.71,266.5,260.45,261.03,5325.65
2015-08-16 00:00:00+00:00,261.03,262.2,254.01,256.09,9784.83
2015-08-17 00:00:00+00:00,256.09,259.12,254.63,256.66,8544.68
2015-08-18 00:00:00+00:00,256.66,256.99,245.05,246.0,11560.09
2015-08-19 00:00:00+00:00,246.0,246.0,221.11,227.1,28563.8
2015-08-20 00:00:00+00:00,227.1,236.66,226.01,235.95,16008.51
2015-08-21 00:00:00+00:00,235.95,236.66,231.77,233.27,10039.9
2015-08-22 00:00:00+00:00,233.27,235.2,223.01,230.47,16002.99
2015-08-23 00:00:00+00:00,230.47,234.03,227.13,228.47,7473.26
2015-08-24 00:00:00+00:00,228.47,228.99,207.73,211.79,37272.75
2015-08-25 00:00:00+00:00,211.79,228.04,198.12,221.64,42103.77
2015-08-26 00:00:00+00:00,221.64,231.09,219.77,225.17,24502.89
2015-08-27 00:00:00+00:00,225.17,228.89,223.17,223.8,14442.78
2015-08-28 00:00:00+00:00,223.8,235.93,220.29,232.09,22724.23
2015-08-29 00:00:00+00:00,232.09,233.9,226.67,229.23,15403.85
2015-08-30 00:00:00+00:00,229.23,232.75,225.04,228.43,15797.35
2015-08-31 00:00:00+00:00,228.43,232.49,224.39,229.84,15220.01
2015-09-01 00:00:00+00:00,229.84,231.67,226.17,227.65,23816.39
2015-09-02 00:00:00+00:00,227.65,230.77,226.0,228.77,21569.59
2015-09-03 00:00:00+00:00,228.77,229.96,226.5,226.79,19714.63
2015-09-04 00:00:00+00:00,226.79,231.4,226.33,231.09,20890.72
2015-09-05 00:00:00+00:00,231.09,237.22,229.23,235.45,20028.27
2015-09-06 00:00:00+00:00,235.45,244.2,235.02,240.45,25523.35
2015-09-07 00:00:00+00:00,240.45,242.91,238.44,240.12,23160.77
2015-09-08 00:00:00+00:00,240.12,246.24,239.89,244.04,23713.93
2015-09-09 00:00:00+00:00,244.04,244.22,237.01,237.96,23263.18
2015-09-10 00:00:00+00:00,237.96,241.65,234.78,238.5,20541.17
2015-09-11 00:00:00+00:00,238.5,240.94,237.5,239.94,13813.07
2015-09-12 00:00:00+00:00,239.94,240.0,233.02,235.61,12452.61
2015-09-13 00:00:00+00:00,235.61,236.09,228.0,230.17,18652.71
2015-09-14 00:00:00+00:00,230.17,232.92,223.99,229.51,17592.99
2015-09-15 00:00:00+00:00,229.51,231.21,226.5,229.3,16362.58
2015-09-16 00:00:00+00:00,229.3,230.0,223.0,227.85,15080.6
2015-09-17 00:00:00+00:00,227.85,235.0,227.0,232.44,14590.39
2015-09-18 00:00:00+00:00,232.44,234.4,230.83,232.82,19329.16
2015-09-19 00:00:00+00:00,232.82,233.76,229.98,230.23,11239.65
2015-09-20 00:00:00+00:00,230.23,231.7,229.01,230.29,13163.49
2015-09-21 00:00:00+00:00,230.29,230.34,225.0,225.93,13979.61
2015-09-22 00:00:00+00:00,226.15,231.96,223.12,229.59,18901.15
2015-09-23 00:00:00+00:00,230.08,231.5,228.0,229.41,13541.0
2015-09-24 00:00:00+00:00,229.42,235.52,228.89,233.19,23959.71
2015-09-25 00:00:00+00:00,233.88,237.25,232.56,235.13,22472.07
2015-09-26 00:00:00+00:00,235.14,235.67,233.0,233.89,15034.03
2015-09-27 00:00:00+00:00,233.81,234.61,231.16,231.91,17283.89
2015-09-28 00:00:00+00:00,232.4,239.68,231.69,239.0,17516.84
2015-09-29 00:00:00+00:00,239.14,240.56,235.09,236.71,19556.79
2015-09-30 00:00:00+00:00,236.78,238.27,234.67,236.65,20602.4
2015-10-01 00:00:00+00:00,236.19,239.44,235.01,237.52,20053.8
2015-10-02 00:00:00+00:00,237.15,239.06,235.0,237.69,16889.46
2015-10-03 00:00:00+00:00,237.77,239.86,236.3,238.77,17807.25
2015-10-04 00:00:00+00:00,239.06,239.98,237.62,238.4,14937.72
2015-10-05 00:00:00+00:00,238.6,240.57,236.1,240.53,20080.15
2015-10-06 00:00:00+00:00,240.85,248.19,239.52,246.93,26660.11
2015-10-07 00:00:00+00:00,246.79,247.65,242.3,243.47,23728.8
2015-10-08 00:00:00+00:00,243.47,244.76,242.06,243.41,13785.97
2015-10-09 00:00:00+00:00,243.29,244.95,242.16,244.49,14078.43
2015-10-10 00:00:00+00:00,244.49,246.43,243.0,245.72,17279.47
2015-10-11 00:00:00+00:00,245.71,248.5,244.53,247.83,18945.03
2015-10-12 00:00:00+00:00,248.05,248.47,245.01,245.48,10507.17
2015-10-13 00:00:00+00:00,245.81,250.89,242.82,248.69,25785.95
2015-10-14 00:00:00+00:00,249.97,255.93,248.06,252.46,26881.16
2015-10-15 00:00:00+00:00,252.47,256.5,250.3,254.44,21895.64
2015-10-16 00:00:00+00:00,254.49,267.0,253.69,262.5,33657.67
2015-10-17 00:00:00+00:00,263.09,273.0,260.8,268.99,25102.03
2015-10-18 00:00:00+00:00,270.04,271.17,260.0,261.0,9651.58
2015-10-19 00:00:00+00:00,260.99,266.01,259.82,264.43,16353.66
2015-10-20 00:00:00+00:00,264.28,272.95,262.67,270.23,28660.58
2015-10-21 00:00:00+00:00,270.3,272.69,264.0,267.8,20286.19
2015-10-22 00:00:00+00:00,267.9,280.04,267.39,275.3,28004.6
2015-10-23 00:00:00+00:00,275.12,280.19,273.46,277.71,21426.74
2015-10-24 00:00:00+00:00,278.6,283.0,278.22,282.59,20060.55
2015-10-25 00:00:00+00:00,283.03,296.0,282.2,288.27,28720.71
2015-10-26 00:00:00+00:00,283.96,286.99,279.25,285.82,20790.45
2015-10-27 00:00:00+00:00,286.9,300.0,286.15,295.17,33675.21
2015-10-28 00:00:00+00:00,295.59,308.48,294.4,304.05,30679.48
2015-10-29 00:00:00+00:00,304.77,319.6,301.7,313.73,31657.38
2015-10-30 00:00:00+00:00,314.95,334.05,313.5,328.78,38136.6
2015-10-31 00:00:00+00:00,328.15,334.67,302.99,310.06,28649.04
2015-11-01 00:00:00+00:00,309.3,329.85,303.01,328.98,14020.62
2015-11-02 00:00:00+00:00,325.78,369.02,320.0,361.98,44128.12
2015-11-03 00:00:00+00:00,361.73,420.77,360.4,398.21,75165.25
2015-11-04 00:00:00+00:00,404.55,502.0,368.11,404.3,102836.94
2015-11-05 00:00:00+00:00,407.99,448.79,364.37,383.22,59345.77
2015-11-06 00:00:00+00:00,387.77,396.67,353.26,371.79,46753.83
2015-11-07 00:00:00+00:00,374.41,392.82,371.07,385.76,26232.37
2015-11-08 00:00:00+00:00,384.62,390.47,366.18,371.87,27164.76
2015-11-09 00:00:00+00:00,372.86,386.79,360.54,379.88,25175.75
2015-11-10 00:00:00+00:00,378.32,381.44,323.63,337.69,47566.89
2015-11-11 00:00:00+00:00,336.66,341.41,294.0,303.0,50855.93
2015-11-12 00:00:00+00:00,309.9,344.78,308.42,334.94,36439.1
2015-11-13 00:00:00+00:00,337.17,342.0,325.0,333.51,24269.32
2015-11-14 00:00:00+00:00,336.28,356.1,325.45,331.61,25224.62
2015-11-15 00:00:00+00:00,333.02,334.99,314.6,317.0,27063.93
2015-11-16 00:00:00+00:00,319.3,332.2,315.0,330.9,20088.97
2015-11-17 00:00:00+00:00,330.95,350.44,329.0,335.44,27389.82
2015-11-18 00:00:00+00:00,336.0,337.89,330.28,337.06,26870.04
2015-11-19 00:00:00+00:00,334.53,336.48,324.94,324.95,26672.92
2015-11-20 00:00:00+00:00,326.51,327.73,310.0,321.5,21066.59
2015-11-21 00:00:00+00:00,322.05,328.94,318.52,324.99,4924.8
2015-11-22 00:00:00+00:00,326.5,326.6,320.13,323.11,3922.9
2015-11-23 00:00:00+00:00,324.24,326.09,320.39,323.01,4998.52
2015-11-24 00:00:00+00:00,323.48,323.5,317.0,318.42,8504.75
2015-11-25 00:00:00+00:00,319.7,330.84,316.0,328.3,12219.77
2015-11-26 00:00:00+00:00,328.9,369.7,328.53,356.39,35559.27
2015-11-27 00:00:00+00:00,353.9,364.8,347.84,359.87,13114.65
2015-11-28 00:00:00+00:00,357.14,359.44,350.41,356.39,6228.08
