timestamp,open_btc,high_btc,low_btc,close_btc,RSI_btc,MACD_btc,MA_20_btc,Trendline_btc,volume_btc,open_xau,high_xau,low_xau,close_xau,RSI_xau,MACD_xau,MA_20_xau,Trendline_xau,volume_xau
2015-01-30 00:00:00+00:00,234.75,244.98,227.26,232.6,43.36531,-9.73378,230.8295,230.8295,19832.17,1258.23,1284.63,1256.95,1283.56,60.31341,21.26325,1252.632,1252.632,74027
2015-02-02 00:00:00+00:00,214.8,241.98,214.8,237.97,47.39336,-10.51149,226.069,226.069,6423.56,1280.42,1283.27,1266.3,1274.98,57.40583,20.0032,1256.94,1256.94,77929
2015-02-03 00:00:00+00:00,237.97,244.39,223.79,227.35,44.19937,-10.27305,229.3365,229.3365,17756.67,1274.76,1285.55,1255.38,1259.87,52.59698,17.58267,1259.7175,1259.7175,105581
2015-02-04 00:00:00+00:00,227.35,231.0,220.02,227.0,44.0939,-9.99708,230.246,230.246,14313.23,1261.74,1272.33,1256.54,1269.31,55.12611,16.23892,1262.2655,1262.2655,87264
2015-02-05 00:00:00+00:00,227.0,228.94,213.64,217.0,41.07791,-10.46465,230.766,230.766,4314.11,1270.01,1273.82,1256.18,1264.52,53.56444,14.61896,1264.9655,1264.9655,90532
2015-02-06 00:00:00+00:00,216.81,225.86,214.95,222.88,43.52403,-10.24268,231.905,231.905,4730.33,1266.87,1268.62,1228.21,1233.12,44.63736,10.67832,1266.187,1266.187,95619
2015-02-09 00:00:00+00:00,224.19,225.99,215.0,220.72,43.1219,-9.05848,233.612,233.612,19478.94,1237.11,1243.65,1235.04,1239.27,46.51744,7.95983,1267.0325,1267.0325,55476
2015-02-10 00:00:00+00:00,220.72,222.0,215.0,220.95,43.23357,-8.86246,233.23,233.23,6332.22,1238.6,1245.82,1230.84,1233.22,44.902,5.25663,1267.031,1267.031,65148
2015-02-11 00:00:00+00:00,220.95,223.43,217.99,219.12,42.51832,-8.75387,232.536,232.536,9298.5,1234.04,1238.59,1216.41,1217.18,40.85145,1.79929,1266.3515,1266.3515,63611
2015-02-12 00:00:00+00:00,219.55,223.07,218.17,222.46,44.32861,-8.30259,232.0075,232.0075,4010.23,1218.3,1232.82,1218.02,1222.17,42.58662,-0.5319,1266.0155,1266.0155,73890
2015-02-13 00:00:00+00:00,223.0,242.35,221.37,236.86,51.43062,-6.70569,231.351,231.351,8077.55,1223.45,1234.82,1222.71,1228.99,44.96303,-1.80822,1264.3495,1264.3495,68298
2015-02-16 00:00:00+00:00,234.01,241.23,229.2,236.55,50.40677,-2.58397,228.495,228.495,12321.08,1228.34,1236.59,1228.02,1230.79,45.603,-2.64399,1261.887,1261.887,35244
2015-02-17 00:00:00+00:00,236.55,248.78,232.01,244.96,53.56323,-1.39455,228.933,228.933,11898.41,1231.86,1233.84,1203.64,1209.18,39.64313,-4.99254,1258.513,1258.513,72862
